,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DDOG,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FI,FTNT,GFS,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,TEAM,TMUS,TSLA,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZM
CSCO,0.5354337437243536,0.6261853256371337,0.6949482828693815,0.08501638042962646,0.48207935167072746,0.4358401360492038,-0.6915661514001847,0.33689049456841597,0.7038182850585813,0.49595325644191873,0.2404434750922017,0.6621131572604392,0.3803816040894039,0.023923982391488817,0.66512445057503,-0.2245897195460695,-0.44859814609074433,0.6825840905056159,0.7457659979493534,0.5798708073042043,0.6001360619452872,0.6628643231584725,0.7360844343389694,0.63818372910324,0.5481576165226326,0.5156326165064158,1.0,0.2767568707324513,-0.14299925492023108,0.5326516510272635,0.6304277595419128,0.43271447002884456,-0.5584878375974873,-0.4049530515683541,0.04188209874841775,-0.1652973671382149,-0.5599775329916311,-0.4051817954809448,0.5073414100754554,0.5035104005385853,0.3952759292999708,0.19274060321060088,-0.15223738414445911,-0.549095678539926,0.6923024177960269,0.6959037764726185,-0.5202958539890141,0.07691222492963731,-0.44610554348211223,0.5302328504192351,0.696216740931779,0.28627138003612784,-0.51941105503205,-0.37062239941617864,-0.7821514769051089,0.5814865982075046,-0.43214295807265324,0.6504499043719302,0.4404378116297735,0.667742174768614,0.275784295709617,0.029941988266481347,0.3553892863208829,0.634142571938002,0.23841158906463564,-0.5499472532357604,0.6194666308702499,0.5081362439625121,0.49820219190786674,0.542957264823177,0.704976711771627,0.653789364397824,0.7662403196810977,0.6452450336389628,0.4454398955162732,0.6312541123933456,0.4415044945813031,0.6370521394692462,0.21381757953268354,-0.22082486255337047,-0.4934503701949078,-0.22308012799880952,0.5636180746762802,0.22404484221486692,-0.6221443165409036,0.5216156557773425,-0.12678303239684072,0.57785411011878,0.7622076923894635,-0.37702171283213975,0.7084725274135661,-0.20146020012361104,0.703576008538376,0.5600701398711053,-0.6314276302862573,-0.16146555197792128,0.7279914895533575,-0.777098686780394,-0.02274057461285409
CSGP,0.51033695098159,0.347940574962814,0.5275995937865549,0.1428471323666247,0.4034077740738859,0.42503636126845645,-0.27851906096711265,0.05617466428086311,0.5419241535434587,0.446249389643474,-0.01515843703034067,0.5513670575030652,0.18947275018434265,0.4781956087930724,0.5700951912764748,-0.0089098621660865,-0.006852453606387792,0.28944363433726605,0.45101606899254104,0.36239105793585785,0.4597947135775907,0.28081871897341704,0.4987490527292403,0.48065835482874597,0.4891184756601671,0.313220369809323,0.2767568707324513,1.0,0.7686552897753905,0.5589134300214673,0.5221503894242874,0.7592025905872171,-0.06321120512861399,0.2477656652402413,0.589278351759853,0.22652110206539286,-0.1713620062332115,-0.13002312659414997,0.05057376554625773,0.43568142865864323,0.4354112110864354,0.27778300735796935,-0.18199257383652925,-0.3139136562959037,0.452154738025052,0.4539976526635363,0.3462872722669087,0.2960869610681092,-0.28922940366397437,0.43131499243742294,0.40544435663443606,0.7558496776809505,-0.09143835887354461,-0.31931694221680873,-0.3042499689058538,0.6440598067610688,-0.20719969933580207,0.5598953123600514,0.42301520497090656,0.4674089489523381,0.43805603745522226,0.3151865895809113,0.05777405550102392,0.4147509039839355,0.4783534143707491,-0.22721477282318456,0.7233169841630636,0.4967623411623067,0.40443477116852106,0.6730192974797925,0.4994227520886334,0.6135145113852805,0.3237404455766121,0.42400625070975545,0.5154271182281365,0.4453988239819617,0.5771354830901438,0.5073947456994793,0.11120700912132064,0.16062741859504487,-0.1993137853922932,0.07195048823963374,-0.23691531176219924,0.39149115616232294,-0.14497139324836986,-0.003800099800501251,0.367075271064917,0.4360875542715561,0.30937504771874047,-0.34260510992197596,0.5588116056548912,0.03841421402412861,0.5342015898402299,0.4475566852636656,-0.26096325102522716,-0.31235076778940113,0.5043080578479646,-0.3168281100391784,0.07546558846024695
CSX,0.320822330988981,0.1512656658681225,0.1591339947265126,0.30195328288169954,0.11053760999017946,0.2154656573116166,0.09147789762790687,0.11195239928840506,0.2250483385520339,0.24916223546435412,-0.25212368134742313,0.21848794991076795,0.17466266184463752,0.5408471502284843,0.25479355311564206,0.2401476813681737,0.30241540818071144,-0.008912043272717,0.1033811422293007,0.0963274745636767,0.06487172724616862,-0.058188326574242985,0.18886649614846107,0.1695320508786494,0.23377312730045616,0.033327248687821956,-0.14299925492023108,0.7686552897753905,1.0,0.2602641055359651,0.20773278132954773,0.5321735056748751,0.29532601852504864,0.5090036336800714,0.5390307481153198,0.3869834056198631,0.0983876845315424,0.14669689353196372,-0.2212994596227239,0.23433540906533665,0.3113852951142716,0.39372639236971924,0.03961827843978235,-0.06733012082932002,0.12458102937262779,0.12814363241581012,0.5607532036811896,0.37629977981751944,0.0414411326723402,0.14219001601037523,0.04518217861817195,0.6484084115066479,0.11722961636662736,-0.15074178206865593,0.09925233993641129,0.3094419599575801,0.031500773505686815,0.2591551558628353,0.20499908737290468,0.14918857380705014,0.4629895750000471,0.3736350494960513,-0.11092169442702522,0.15258995470791897,0.3974081540602258,0.03471863432978967,0.46173437524075156,0.24857827536092186,0.1475763737416359,0.3866134274411569,0.17991965450409247,0.3685433983793712,0.0014007645715202006,0.2662657007709202,0.30523335530078893,0.18107407944637308,0.3309533925880173,0.19542640997891172,-0.124934038519798,0.3724602101951314,0.11222457178881609,0.19378605596724016,-0.4889928992818006,0.1216292838740348,0.15149970989812803,-0.16565325350964127,0.29474417472386555,0.1305949316613585,-0.037394408537300736,-0.22338995592976377,0.2882279937175822,0.27223186439627906,0.20597330624760582,0.19309239421027855,0.0836933064690772,-0.06513597324144363,0.16658018498288196,0.09837736528040988,0.16289648485916636
CTAS,0.7902881548911519,0.5419202081664547,0.9329321546432667,0.056409730493056004,0.27142681204064145,0.38759552937877445,-0.7570246401122456,-0.1021892830056262,0.8394625693442497,0.7509857654123259,0.27399993820056884,0.9044955709373418,0.33929753885558317,0.2266182642789738,0.9100734831100297,-0.26766520779255093,-0.5892183360493213,0.7656163075820707,0.6847528424667877,0.8687883293995422,0.8838392597362273,0.5407322013445088,0.714070606225856,0.896218004292331,0.8900079328911292,0.9115090901128781,0.5326516510272635,0.5589134300214673,0.2602641055359651,1.0,0.6646239890002648,0.8107414706562096,-0.6105747838705886,-0.2489320355376721,0.618876137825997,-0.3959340893267909,-0.74659335569611,-0.5260310798862913,0.5478556155698258,0.840295225038471,0.6471121615331423,0.10649521301600982,-0.4461932905672598,-0.6726840500754934,0.8703731069002788,0.8674861252271706,-0.3709053508726511,0.00894016114067757,-0.8227726001137254,0.9180588149137544,0.8991911575754873,0.6288769934487065,-0.7158812792098047,-0.6494965860909615,-0.7786629724420007,0.9028449902711835,-0.7676393314446373,0.8654022678290126,0.87827949116657,0.818475950521544,0.2617930789264673,0.28576415214076495,0.6132377811920825,0.8599484052907823,0.4219498778066012,-0.8277800875402451,0.7006427852422052,0.8977755389425058,0.8453913855405168,0.8360102174891388,0.876077352676601,0.6346746828903558,0.6987084734551772,0.327672776108076,0.8403412138947138,0.8641820789421354,0.4131390872153575,0.8778510948532173,0.4649091371215471,-0.23422018401514677,-0.748985431353105,-0.08760082893699153,0.40588987222622347,0.5028969815837465,-0.38440451929527036,0.6311017040557176,-0.022368098833405174,0.9261725211885189,0.631921122616976,-0.14645018647990313,0.6969715331456023,-0.5699136819893517,0.8878342786400875,0.828928066359787,-0.8389553288232029,-0.5188459734591735,0.8413037206284704,-0.7132009313683267,-0.3836829487666143
CTSH,0.6257473932377332,0.7327650750543808,0.7776360014278503,0.17507560936658362,0.3889672905615507,0.7362742494351388,-0.6870032214602325,0.3061193315039994,0.7848447226665934,0.581940076293245,0.1761634519771347,0.7978501122322776,0.30309022769875715,0.310237855086097,0.7281937963882492,-0.3154894612369497,-0.438749681084796,0.8120806417942159,0.8501754064321103,0.6731356546741195,0.7023287209501811,0.7998423936952404,0.867272830683554,0.8234210362398675,0.684844631789049,0.5992589982512115,0.6304277595419128,0.5221503894242874,0.20773278132954773,0.6646239890002648,1.0,0.7117223563396904,-0.42033546391463034,-0.27813261292075697,0.18690967594407296,0.15902474212006953,-0.6751879612132352,-0.49551408248471995,0.5892778030606074,0.6556515606452024,0.6459530039533576,0.09332068418216055,-0.2287189496054734,-0.5736723251619473,0.7365386154327085,0.7370495362282729,-0.37222653734883443,0.34336953405000503,-0.5825339606801601,0.6896611727396782,0.7969591104345243,0.41521257142952145,-0.4459436648031462,-0.4219843572046424,-0.6612910729311706,0.76658415135046,-0.2697146040711148,0.8010913578785287,0.557598115709852,0.8967481467734868,0.45944697344563373,0.13537497177688215,0.6145170727567663,0.7059044510725444,0.36717637269494363,-0.6104013045583663,0.7149787589210582,0.6220828815526716,0.7281504766090025,0.7808361810684431,0.7350434866327236,0.8161144266943937,0.8495562283654009,0.5971360491692574,0.5755725277334847,0.6415535192028369,0.5660814213887878,0.814387406706386,0.4467848229457394,-0.2796499197445918,-0.4176341480860754,0.09934718097530433,0.4015750613364576,0.5248082816084185,-0.2745959071995267,0.40432949421325554,0.001252129120482914,0.7084762429479695,0.8364057487048047,-0.1533941429529652,0.7370361033403153,-0.2481644209787727,0.7347249828178164,0.5847463287569907,-0.6787969011286642,-0.020979395676731395,0.7866170970396664,-0.7307568277374973,0.11084760287244455
DDOG,0.8050843944727278,0.6393724875867498,0.792580178804907,0.31545565926382074,0.22659293152308563,0.556752924895743,-0.6259782981688411,0.1577026016635532,0.8414578116808255,0.7884421339288957,-0.11047626827399673,0.8313123132607443,0.4542578720083586,0.5317048798810534,0.8490507728835035,-0.1648763206558642,-0.3335610928590314,0.6600747305517881,0.6174191780152349,0.7468550400915575,0.6585422374836889,0.3918636667169,0.6799070930034266,0.7703156254069117,0.8160262690376521,0.7158363494767902,0.43271447002884456,0.7592025905872171,0.5321735056748751,0.8107414706562096,0.7117223563396904,1.0,-0.295357458750493,0.09959303841857059,0.5455294570225012,-0.01933173191933389,-0.5706132922945195,-0.4869223339556866,0.2509173437965201,0.7514427152688953,0.7251297062078645,0.3758746556511213,-0.2146614704904352,-0.688387327051821,0.757073345354572,0.7593440904471678,-0.15707046495992558,0.3319082461960226,-0.545346577477694,0.6945193256134756,0.7177888959313264,0.7397186201268028,-0.5140044685948387,-0.563153211107457,-0.5903186668481971,0.8556312878627317,-0.4436376120844481,0.8633451366465533,0.6398080113295652,0.7675575712244552,0.5529097586178608,0.4009355692636253,0.5003515515501582,0.7666875307065074,0.5949030189620733,-0.6312297944520976,0.8770682928058168,0.8168421897430812,0.7539844668190193,0.8741528108682158,0.8116502158798364,0.7961946857459159,0.6083791754348244,0.5633711338289126,0.7460327700897504,0.774886188927797,0.47568007942821516,0.7881033420809141,0.26755906201872176,-0.007837335753505342,-0.5046847982798633,0.0701371126028738,0.048264614983414424,0.36518822887365576,-0.29805363968423865,0.4327999591790031,0.013613470681546011,0.7976443090764708,0.6147242036480546,-0.36704669472455764,0.7778657856660506,-0.21782097498185243,0.7826484673175863,0.646154203001471,-0.6175992065002412,-0.28635287867889847,0.8099946591311874,-0.6276865092210734,-0.03786981281869118
DLTR,-0.2998627528271403,-0.2527113980882027,-0.6698016778819077,0.41799797012773726,-0.27418222190913205,-0.23644325707639555,0.7820367864626119,0.3126912384127638,-0.5089233237528571,-0.3351834777700375,-0.5322287200952044,-0.5428281035842601,0.03394445411405637,0.3531609753402744,-0.5743382780098046,0.5098700592822287,0.7117468269804806,-0.5091104956945521,-0.5700765883267909,-0.5772183072260169,-0.7849214528804391,-0.5946880791541522,-0.4395957576296985,-0.6216971832666119,-0.48677110662038275,-0.7037838194770346,-0.5584878375974873,-0.06321120512861399,0.29532601852504864,-0.6105747838705886,-0.42033546391463034,-0.295357458750493,1.0,0.769197440002598,-0.046599257650926824,0.5509754861934478,0.6159455795341959,0.6526203617844394,-0.6588772470494771,-0.40128806801037215,-0.07556966659570517,0.315847705700364,0.46916408482377764,0.5188652971043487,-0.6184673632449905,-0.6114740661776659,0.5836931521671599,0.5342946129800356,0.8341468512623361,-0.6214596185638591,-0.6737925542501904,-0.03608023191383112,0.5741008564232519,0.5393126419479937,0.7663972997352013,-0.5557194003434552,0.713282412296165,-0.47049368643035216,-0.4548501837278556,-0.5071755990774018,0.19683088848038974,0.3160555832013516,-0.35564472635754074,-0.5390385163251179,0.17707897241047382,0.6310700718902675,-0.2871370935754955,-0.4673776664651461,-0.5479076711358172,-0.38255919744791295,-0.5630085634159862,-0.2623600869230438,-0.5666363412141339,-0.07439519085074202,-0.329451926752882,-0.5726240756309127,-0.12967647410640942,-0.5701734278604702,-0.6500450628380742,0.7145877544000807,0.7393718288752592,0.2766471333915515,-0.5872104991700404,-0.4169723351158881,0.6970997206651497,-0.48498304516619584,0.09669847509762547,-0.6681046828105012,-0.6110315340001874,0.11619595278415579,-0.4217030401445769,0.733049029163705,-0.5973690594365988,-0.4823240162023185,0.8093817516326695,0.591277337437054,-0.51276659339996,0.7408785157629348,0.36243464569359457
DXCM,0.07851812928137263,0.0245399311298348,-0.33421493651018486,0.6230172698118344,-0.30580114129209807,-0.08353114368569299,0.5470757380203957,0.36198054228704907,-0.16137261837472675,0.06384588755884907,-0.6904070157945623,-0.2103118442810075,0.36184752312705665,0.5951049465959127,-0.19022423313336065,0.47971668777686804,0.5460387631374929,-0.2967114597056971,-0.43118827865829473,-0.2130737834833287,-0.5527653187072501,-0.6374380269133624,-0.3083958613567679,-0.34642080450908175,-0.12596511216136022,-0.35770742207178313,-0.4049530515683541,0.2477656652402413,0.5090036336800714,-0.2489320355376721,-0.27813261292075697,0.09959303841857059,0.769197440002598,1.0,0.21190163060864536,0.4145500317413042,0.44018678798366334,0.4655680699592331,-0.7250709964584982,-0.1055646937980039,0.24012954354424307,0.5838686942212313,0.5115985539605681,0.19325104688630393,-0.3382034144637313,-0.3295980874595555,0.5705919261876561,0.5992124949013627,0.6365488408879986,-0.2862773127618418,-0.4063584249452053,0.3684232348098718,0.2901051526943739,0.33168616611705076,0.5307500523391325,-0.22459333238144022,0.4096527082550053,-0.14119148699649162,-0.15919732931537076,-0.29056278107206457,0.44509841637140424,0.5419340479082811,-0.15788696502606497,-0.21373765693743965,0.4535018663862882,0.35768364996258173,0.09330305009467042,-0.07276689609439183,-0.26510890734589937,0.0004829936042975341,-0.2002129596314845,0.026645460205872447,-0.4138357750201442,0.11407576411854535,-0.0015816732558375035,-0.17044586452933594,-0.06961406013495079,-0.26479323710688885,-0.5901024031661309,0.7929441650646896,0.5220093932810291,0.30391154623973976,-0.5746617047700335,-0.3732931088808745,0.4983954305886731,-0.2149515753986645,-0.013708990635120741,-0.30552587856565894,-0.38623176392596814,-0.11793892769631116,-0.03984498341428236,0.6946322546589585,-0.28679385736854496,-0.266262118742202,0.5539032577151448,0.4049442532417058,-0.13511880573177992,0.4907873257218369,0.305337326844284
EA,0.5327825361148737,0.16479285557502182,0.48248844854298384,0.11933932878098956,0.08157825332083754,0.04860549241143021,-0.17588714526463137,-0.17385756758579704,0.3914440175594439,0.4679212908871578,0.08879761782422783,0.4757603113455143,0.27536750116616315,0.41067992242442636,0.5101991507421128,0.11338112388853552,-0.06135370879352494,0.27479304952275013,0.2046641722716521,0.46834678497238935,0.3800594364442392,0.0630300394191541,0.29253617253597064,0.45373077321611804,0.5399244971611976,0.46931652777822774,0.04188209874841775,0.589278351759853,0.5390307481153198,0.618876137825997,0.18690967594407296,0.5455294570225012,-0.046599257650926824,0.21190163060864536,1.0,-0.11128059721703018,-0.24001291260180324,-0.009480598243479733,0.1600467728954324,0.48832756509404684,0.38501063393759316,0.26957106926481295,-0.22917744577212967,-0.23523481653582584,0.44611639267898634,0.4425283777004939,0.17707161301919133,0.1705391579749112,-0.3149487703605176,0.5594630911898252,0.406949208101027,0.6857936817479398,-0.2856608818977898,-0.4036108674217473,-0.22865319382542268,0.5158011147828057,-0.4082891288003617,0.4500432118036331,0.6347063805738764,0.3271404207563768,0.21102353382558975,0.3755984917648114,0.21301386942207912,0.4458656203166045,0.3544831383990665,-0.3295705774307009,0.4359799194989887,0.5743666196290232,0.48256640392130645,0.5392909626219373,0.4488735006190145,0.30405805103860234,0.16304249148671968,0.07595105159015156,0.5722224403157378,0.47306566373500225,0.2931489902154408,0.42433505147125655,0.07716921568470479,0.14232821476419755,-0.2533601470147599,0.08671575175432239,-0.08338547888213313,0.24288910834018385,0.0729225508924375,0.2639420254900652,0.239525186708345,0.495747916768858,0.05470066019074321,0.06264046552736836,0.2976915956612215,-0.13156552410653155,0.47369818036993167,0.6063809676850649,-0.28554059734707277,-0.38930464390925407,0.3657653572871659,-0.0834074681279071,-0.3324079856752609
EBAY,-0.11242444242536608,0.17475075217681516,-0.32749673018367914,0.37090929459436234,-0.0396360323663382,0.3971469451818048,0.41025863455787054,0.479876665776657,-0.1912251922275969,-0.16795294882604037,-0.3914860046318088,-0.23585365300823413,0.1313626312313944,0.40705340544394353,-0.28955171583427247,0.24346269870157422,0.5579323027219899,-0.16675491253838975,-0.06341114044589785,-0.3005792579668368,-0.45129902234944647,-0.013628081125784602,0.00040816308938201043,-0.20871153744342358,-0.2711166984695915,-0.497174770440905,-0.1652973671382149,0.22652110206539286,0.3869834056198631,-0.3959340893267909,0.15902474212006953,-0.01933173191933389,0.5509754861934478,0.4145500317413042,-0.11128059721703018,1.0,0.33882662515992884,0.38377938532570843,-0.27957871010198765,-0.2275000560019333,0.054019091001267824,0.30693509451426115,0.4689849950924106,0.27139058852185644,-0.2971803319862452,-0.2918591832296215,0.4654224684699272,0.6179469973553006,0.5447576892084984,-0.36388210841984286,-0.310482260570566,0.022172338660784868,0.4730178414872268,0.2794041418770174,0.4448239406774367,-0.26604975748364235,0.7496282439640989,-0.18357793370565384,-0.362140496792977,-0.10924724418795537,0.39967791202800557,0.08310439942372908,-0.14736566315693106,-0.28073184780625887,0.12055741924704304,0.46610158142755187,0.05864945166171192,-0.2971428855426821,-0.20541193910700692,-0.07476476506011785,-0.2708791824047781,0.16796081553181055,-0.10509361585763682,0.28784706941237226,-0.2685004889095189,-0.3119798186708292,0.13512389465384522,-0.20028157279821662,-0.28264053915084353,0.3262828766422093,0.6775205381125932,0.4445157319877841,-0.3429166237044774,-0.14371592785972892,0.4587860724346803,-0.3885690048134792,0.16651851574812676,-0.355502121466597,-0.04187186261157617,0.017974323646238497,0.01915938232967722,0.6827819542154735,-0.29098765529692233,-0.27395377899073586,0.46692680948062937,0.6500164743648592,-0.19474258818229243,0.3497089990233227,0.6651874183910068
ENPH,-0.751061462691489,-0.6327644902256356,-0.8190752691215564,-0.0731130948405472,0.057491015219243775,-0.3454986570136798,0.8736808172358727,-0.1422632036850545,-0.8004220841473537,-0.7404385901911515,-0.07251746866628347,-0.8549004045956633,-0.4276758740297279,-0.169355032927668,-0.8156544085917536,0.2426473819388807,0.5610809750254767,-0.8839859208910968,-0.6432201485433477,-0.8739269666049573,-0.7069421619562767,-0.5673343782478254,-0.7822257871791348,-0.8244697584193302,-0.8532947693476467,-0.8167268403872157,-0.5599775329916311,-0.1713620062332115,0.0983876845315424,-0.74659335569611,-0.6751879612132352,-0.5706132922945195,0.6159455795341959,0.44018678798366334,-0.24001291260180324,0.33882662515992884,1.0,0.6670945134852679,-0.5512237719641673,-0.8046069592137712,-0.6706379833642979,-0.13713334894227758,0.4590080335387834,0.8099995306081581,-0.8525952009138621,-0.8493186953319086,0.7705197949896648,-0.05354058415660509,0.7584976226904131,-0.7686258279560751,-0.8186760097567296,-0.3915755016640137,0.8624755971741414,0.7853783731064131,0.8117591160250653,-0.730599573064751,0.6782454186187021,-0.8154429443912956,-0.7085332512135418,-0.8092460316247596,-0.15536093211892565,-0.25912741395999744,-0.7828311156232076,-0.8997288734188533,-0.40844775632718683,0.9217104487377233,-0.5586762433555185,-0.8273700467825822,-0.8463781222795759,-0.7132105465046849,-0.8537089432620283,-0.5343685276439232,-0.7370133050980494,-0.3964307852307533,-0.7471815069577152,-0.8045157186626105,-0.045451373124807785,-0.8040253246554064,-0.33473240898816237,0.34637538700744186,0.7554113096678716,0.2363353980552329,-0.5486511853393173,-0.22789483474226324,0.3910177299272681,-0.8277762641554354,0.4262914184630806,-0.8547959961435723,-0.7048067119508508,0.18734860878736329,-0.6270477451845378,0.6485630635301214,-0.83049300849576,-0.7902838399438972,0.922515961653015,0.23265543530344518,-0.7698568351943809,0.8109898093742285,0.4862355125013277
EXC,-0.5014292423520542,-0.34423299525563034,-0.6166229782550363,0.09904316203132464,-0.03707897667399868,-0.307336571025458,0.8522556863919559,0.06890810464446469,-0.6556303673602687,-0.5999423412229722,-0.10212437887315605,-0.6241558727454137,-0.17488081442125203,-0.07478697268145916,-0.6216060717238778,0.377341378824855,0.48893732155458114,-0.5906263754232846,-0.42683280195709267,-0.6336071757180395,-0.6200248085170156,-0.4135047424237386,-0.48187953277864265,-0.6178435152774379,-0.625557345322881,-0.7028482078953465,-0.4051817954809448,-0.13002312659414997,0.14669689353196372,-0.5260310798862913,-0.49551408248471995,-0.4869223339556866,0.6526203617844394,0.4655680699592331,-0.009480598243479733,0.38377938532570843,0.6670945134852679,1.0,-0.3692193670096549,-0.5675069560937898,-0.3198888334157221,0.04315491457959445,0.3397955608633744,0.6752732217264452,-0.6799476730634421,-0.6770690657667731,0.6576823762696417,0.20461761836030093,0.6604559630143567,-0.5280848646606563,-0.5917191869844652,-0.19319398070513208,0.6324205473115806,0.6561801126001539,0.7293505946729362,-0.6198026833345268,0.5138007513995981,-0.6362612844998401,-0.42848018451678827,-0.5864461395713112,-0.08621409758021205,0.029900338385552925,-0.5198438909429616,-0.6381864276315222,-0.14502390555173422,0.7023560698082291,-0.49841487085036396,-0.5883808685530806,-0.646768156845625,-0.5261870081394333,-0.6430238603507017,-0.41503208618546433,-0.503992919796664,-0.29279398355126707,-0.3986651561961232,-0.6293551563617477,-0.04273807080485302,-0.5867936793276182,-0.3903874775240225,0.5218334409515499,0.7408479524145757,0.18210029881300613,-0.42244802687519806,-0.1854790827449253,0.6025101909771664,-0.5330033750864679,0.30242432825992577,-0.6962780232419465,-0.6138113168643838,0.34812749369694207,-0.5306895980815917,0.5621210894498208,-0.6153407941435839,-0.5036000421423057,0.7256149720525943,0.3214998830292582,-0.560057302262676,0.809912620743142,0.27934235334618546
FANG,0.21633680347680018,0.32149418491900084,0.6280082206243925,-0.35248854363389726,0.45726171009369754,0.34577852328507847,-0.5963892737549517,-0.19130525615565988,0.4165166146952199,0.15377420157192764,0.6892530404347493,0.48642878261240763,-0.133284006585202,-0.30369446833012514,0.4670451623083067,-0.508330471738862,-0.6720891737461687,0.5576997495597079,0.7886664651830385,0.46555273354938537,0.745397595013353,0.8124364629524904,0.5529706994689456,0.644840314246214,0.38864316283516015,0.5601604495982209,0.5073414100754554,0.05057376554625773,-0.2212994596227239,0.5478556155698258,0.5892778030606074,0.2509173437965201,-0.6588772470494771,-0.7250709964584982,0.1600467728954324,-0.27957871010198765,-0.5512237719641673,-0.3692193670096549,1.0,0.40688412915521827,0.17984342033933262,-0.3799256894716348,-0.4258649417820006,-0.22745042703514393,0.5121639423318257,0.5054358960671717,-0.48083040730108967,-0.22571075360450246,-0.7322815594628711,0.5826511343451302,0.6803721966915295,-0.0805094945450308,-0.3731038773267951,-0.33787348846133874,-0.6458702032379463,0.5179708349018218,-0.45088917747324225,0.429289082112431,0.48741172033719105,0.6230647351598331,-0.07302999739607034,-0.3702318457900525,0.3825400506641907,0.4482151255545928,-0.2460972108730641,-0.5229311587989455,0.2144675460998893,0.33414347977157255,0.5017758977231311,0.37341516902744587,0.4448556191855186,0.33888645196561773,0.7025478271246958,0.07558308867576835,0.2935825267483751,0.42259150062328343,0.44551573656920573,0.6020797259470259,0.7094014181695972,-0.6792410851502133,-0.47919517644465087,-0.006398195904138195,0.5796907152920902,0.6494283062188148,-0.2903760543969467,0.3043973561589201,0.19497228846343537,0.5489315990633312,0.6118292945759072,0.22503165884221055,0.30455863273474737,-0.6141295133293804,0.47818324386032585,0.48083451627016466,-0.6371128193251735,-0.3095695240407438,0.4438079141026933,-0.5602281410968706,-0.21346400791244724
FAST,0.9157904383233537,0.7030066489842708,0.8539145885645085,0.3375802070065611,0.00498070391891839,0.46456715100113527,-0.7548019808212011,0.2209617623254215,0.8806040134393,0.8604519323555211,-0.04707748010828196,0.8894441030020508,0.5867806015435619,0.4349564035765922,0.8930969791320025,-0.19898624405179505,-0.45072506493918946,0.8170731147953711,0.6038184500008151,0.9179767716822813,0.6823095088375517,0.4513689814827079,0.7142836022867822,0.8643971521703703,0.9324751329253829,0.8500531730913349,0.5035104005385853,0.43568142865864323,0.23433540906533665,0.840295225038471,0.6556515606452024,0.7514427152688953,-0.40128806801037215,-0.1055646937980039,0.48832756509404684,-0.2275000560019333,-0.8046069592137712,-0.5675069560937898,0.40688412915521827,1.0,0.8194694690735052,0.3759060784292136,-0.20985024525517162,-0.7249984627538701,0.8438147728455322,0.8438270595860143,-0.5093889701247734,0.26340932369108117,-0.6364974823684006,0.7872597786666348,0.813641963184752,0.6063231655675867,-0.8188168422338633,-0.7321145981920401,-0.7754445143592281,0.8024339148116088,-0.5663980032052186,0.8905459455331353,0.8052692911573042,0.8303112720624962,0.49562567036363053,0.3598343019969095,0.7080068561608532,0.9207718649563347,0.5063937375476725,-0.8836685230199047,0.7448146457359176,0.9223060105613821,0.8240219403624485,0.8271932917320978,0.9020056798101694,0.7127873040392019,0.7309976934622413,0.5055344760246181,0.8444495144734045,0.9108326885554598,0.22935422374262743,0.8741321506578478,0.2330596276021244,-0.15679893639251136,-0.6390035295016636,-0.009830308166317017,0.3962283835852832,0.22375176344199246,-0.28492257793091974,0.768804773721571,-0.29268683804679957,0.8926161181083179,0.661860968369091,-0.2133175503485144,0.7866761216141099,-0.40527491037244123,0.831001161969979,0.8354299166105433,-0.7654795914379966,-0.17315164062871316,0.8251301462977572,-0.710631792709953,-0.3493226225626342
